AUC,ACC,Recall,Precision,F1_score,classification_method,hyper_parameters,classification_time,experiment_time,data,model,seed,max_epoch_num,device
0.5,0.55,1.0,0.55,0.7096774193548387,MLP,"{'alpha': 0.0001220703125, 'hidden_layer_sizes': (64, 64)}",1405.755019903183,2495.791878938675,marker_WT2D.txt,cae,42,2000,cpu
0.595959595959596,0.6,0.5454545454545454,0.6666666666666666,0.6,SVM,"{'C': 0.03125, 'kernel': 'linear'}",834.236857175827,2495.791878938675,marker_WT2D.txt,cae,42,2000,cpu
0.6262626262626263,0.5,0.6363636363636364,0.5384615384615384,0.5833333333333334,Random Forest,"{'criterion': 'entropy', 'max_features': 'log2', 'min_samples_leaf': 5, 'n_estimators': 300}",254.8003420829773,2495.791878938675,marker_WT2D.txt,cae,42,2000,cpu
0.6666666666666666,0.6,0.36363636363636365,0.8,0.5000000000000001,MLP,"{'alpha': 0.001953125, 'hidden_layer_sizes': (64, 64)}",2478.6686539649963,2730.213369846344,marker_WT2D.txt,plain,42,2000,cpu
0.6363636363636364,0.5,0.5454545454545454,0.5454545454545454,0.5454545454545454,SVM,"{'C': 2, 'gamma': 0.0001220703125, 'kernel': 'rbf'}",137.95532941818237,2730.213369846344,marker_WT2D.txt,plain,42,2000,cpu
0.5252525252525253,0.45,0.6363636363636364,0.5,0.56,Random Forest,"{'criterion': 'entropy', 'max_features': 'log2', 'min_samples_leaf': 2, 'n_estimators': 300}",113.58489561080933,2730.213369846344,marker_WT2D.txt,plain,42,2000,cpu
0.5,0.55,1.0,0.55,0.7096774193548387,MLP,"{'alpha': 0.001953125, 'hidden_layer_sizes': (64, 64)}",13.699150085449219,92.95062446594238,marker_WT2D.txt,shallow_ae,42,2000,cpu
0.5,0.55,1.0,0.55,0.7096774193548387,SVM,"{'C': 8, 'gamma': 0.5, 'kernel': 'rbf'}",0.4130842685699463,92.95062446594238,marker_WT2D.txt,shallow_ae,42,2000,cpu
0.5,0.55,1.0,0.55,0.7096774193548387,Random Forest,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 100}",78.68535685539246,92.95062446594238,marker_WT2D.txt,shallow_ae,42,2000,cpu
0.5151515151515151,0.55,1.0,0.55,0.7096774193548387,MLP,"{'alpha': 0.125, 'hidden_layer_sizes': (64, 64)}",22.683854818344116,107.27779364585876,marker_WT2D.txt,ae,42,2000,cpu
0.7171717171717172,0.55,1.0,0.55,0.7096774193548387,SVM,"{'C': 0.03125, 'gamma': 0.001953125, 'kernel': 'rbf'}",0.40656065940856934,107.27779364585876,marker_WT2D.txt,ae,42,2000,cpu
0.393939393939394,0.5,0.8181818181818182,0.5294117647058824,0.6428571428571428,Random Forest,"{'criterion': 'entropy', 'max_features': 'log2', 'min_samples_leaf': 3, 'n_estimators': 100}",80.39075970649719,107.27779364585876,marker_WT2D.txt,ae,42,2000,cpu
0.23737373737373735,0.55,1.0,0.55,0.7096774193548387,MLP,"{'alpha': 0.03125, 'hidden_layer_sizes': (64, 64)}",16.32258629798889,95.77955174446106,marker_WT2D.txt,vae,42,2000,cpu
0.5,0.55,1.0,0.55,0.7096774193548387,SVM,"{'C': 0.03125, 'gamma': 0.00048828125, 'kernel': 'rbf'}",0.38762712478637695,95.77955174446106,marker_WT2D.txt,vae,42,2000,cpu
0.5,0.55,1.0,0.55,0.7096774193548387,Random Forest,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 100}",78.62958002090454,95.77955174446106,marker_WT2D.txt,vae,42,2000,cpu
0.6262626262626263,0.6,0.6363636363636364,0.6363636363636364,0.6363636363636364,MLP,"{'alpha': 3.0517578125e-05, 'hidden_layer_sizes': (64, 64)}",25.624078512191772,120.2309079170227,marker_WT2D.txt,pca,42,2000,cpu
0.5454545454545454,0.55,0.45454545454545453,0.625,0.5263157894736842,SVM,"{'C': 8, 'gamma': 0.0001220703125, 'kernel': 'rbf'}",12.671257972717285,120.2309079170227,marker_WT2D.txt,pca,42,2000,cpu
0.47979797979797983,0.4,0.36363636363636365,0.4444444444444444,0.39999999999999997,Random Forest,"{'criterion': 'entropy', 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 500}",81.42866826057434,120.2309079170227,marker_WT2D.txt,pca,42,2000,cpu
0.4747474747474747,0.45,0.45454545454545453,0.5,0.47619047619047616,MLP,"{'alpha': 0.00048828125, 'hidden_layer_sizes': (128, 128)}",38.44853854179382,126.87714290618896,marker_WT2D.txt,rp,42,2000,cpu
0.30303030303030304,0.55,1.0,0.55,0.7096774193548387,SVM,"{'C': 0.03125, 'gamma': 0.00048828125, 'kernel': 'rbf'}",0.6254932880401611,126.87714290618896,marker_WT2D.txt,rp,42,2000,cpu
0.7373737373737373,0.65,0.9090909090909091,0.625,0.7407407407407406,Random Forest,"{'criterion': 'gini', 'max_features': 'log2', 'min_samples_leaf': 1, 'n_estimators': 700}",86.93450284004211,126.87714290618896,marker_WT2D.txt,rp,42,2000,cpu
